sector,size,is_outlier,d1_q1,d1_q2,d1_q3,d1_q4,d1_q5,d2_q1,d2_q2,d2_q3,d2_q4,d2_q5,d3_q1,d3_q2,d3_q3,d3_q4,d3_q5,d4_q1,d4_q2,d4_q3,d4_q4,d4_q5,d5_q1,d5_q2,d5_q3,d5_q4,d5_q5,dim_avg_data,dim_avg_talent,dim_avg_technology,dim_avg_strategy,dim_avg_processes,maturity_score
healthcare,medium,False,3,3,3,3,3,2,3,3,5,3,3,2,2,2,2,3,4,3,2,3,2,4,3,4,3,3.0,3.2,2.2,3.0,3.2,2.91
professional_services,medium,False,2,3,2,2,2,5,4,4,4,5,2,3,3,2,3,4,4,4,5,5,4,4,4,4,3,2.2,4.4,2.6,4.4,3.8,3.4
manufacturing,large,False,3,2,3,3,2,1,2,1,3,1,4,2,3,4,2,3,3,3,3,2,4,5,4,4,5,2.6,1.6,3.0,2.8,4.4,2.7900000000000005
manufacturing,enterprise,False,1,3,2,2,1,2,3,2,3,1,2,2,4,2,3,4,3,3,3,2,3,4,4,3,4,1.8,2.2,2.6,3.0,3.6,2.5500000000000003
manufacturing,medium,False,3,3,2,4,4,3,2,2,3,3,3,3,4,2,3,2,2,3,3,3,3,3,3,2,4,3.2,2.6,3.0,2.6,3.0,2.8900000000000006
manufacturing,startup,False,1,2,2,1,3,3,2,1,3,2,3,4,5,4,3,2,4,3,4,3,4,2,3,3,4,1.8,2.2,3.8,3.2,3.2,2.77
banking_insurance,small,False,3,3,3,4,3,2,2,1,2,1,3,3,3,3,4,4,2,2,2,3,3,2,3,4,4,3.2,1.6,3.2,2.6,3.2,2.7600000000000002
healthcare,small,False,3,2,3,4,3,4,4,3,4,3,2,3,4,2,2,3,4,4,3,2,2,3,3,3,2,3.0,3.6,2.6,3.2,2.6,3.0200000000000005
logistics,small,False,3,4,3,2,2,2,3,3,2,2,2,1,3,5,4,2,2,1,1,1,4,4,4,4,3,2.8,2.4,3.0,1.4,3.8,2.63
professional_services,enterprise,False,1,3,2,3,3,3,4,4,4,4,1,3,2,3,3,3,3,3,3,3,3,3,4,3,2,2.4,3.8,2.4,3.0,3.0,2.8899999999999997
professional_services,medium,False,3,4,3,3,4,3,4,4,5,3,2,1,1,3,2,3,3,3,3,3,2,1,1,2,2,3.4,3.8,1.8,3.0,1.6,2.8100000000000005
retail_ecommerce,small,False,5,5,5,5,5,3,2,3,2,4,3,3,2,2,3,1,3,3,3,3,3,3,3,5,3,5.0,2.8,2.6,2.6,3.4,3.3600000000000003
energy_utilities,medium,False,3,3,2,3,3,3,2,3,3,2,3,4,4,2,4,1,4,2,3,2,4,5,3,4,4,2.8,2.6,3.4,2.4,4.0,2.98
professional_services,enterprise,False,3,2,2,2,4,4,4,4,5,4,4,2,3,3,2,3,3,2,3,3,3,4,3,3,2,2.6,4.2,2.8,2.8,3.0,3.0600000000000005
tech_software,startup,False,4,5,5,5,4,4,5,5,5,5,4,4,4,5,4,3,4,2,3,3,4,5,3,5,4,4.6,4.8,4.2,3.0,4.2,4.180000000000001
manufacturing,startup,False,2,3,3,2,3,2,2,2,2,1,2,1,3,3,3,2,2,2,4,2,2,4,5,5,4,2.6,1.8,2.4,2.4,4.0,2.57
retail_ecommerce,large,False,3,5,5,4,4,3,4,5,2,4,3,3,4,4,3,4,3,3,4,4,3,2,2,2,2,4.2,3.6,3.4,3.6,2.2,3.5000000000000004
manufacturing,small,False,2,3,3,3,2,1,3,3,2,3,3,5,5,3,4,3,4,2,4,3,3,4,4,3,4,2.6,2.4,4.0,3.2,3.6,3.1100000000000003
professional_services,large,False,2,3,3,4,4,5,3,4,2,4,2,3,5,3,2,4,4,3,5,5,4,3,3,4,4,3.2,3.6,3.0,4.2,3.6,3.5
manufacturing,small,False,2,3,4,2,2,4,2,3,3,3,2,3,3,3,4,4,4,4,3,2,3,4,4,4,3,2.6,3.0,3.0,3.4,3.6,3.0700000000000003
tech_software,startup,False,4,3,4,4,3,4,4,3,4,4,4,4,5,4,3,2,3,2,3,4,2,3,5,4,3,3.6,3.8,4.0,2.8,3.4,3.5300000000000002
banking_insurance,startup,False,3,3,4,3,3,2,3,2,2,4,3,2,4,2,3,2,3,2,3,3,2,3,2,3,3,3.2,2.6,2.8,2.6,2.6,2.79
retail_ecommerce,small,False,4,4,4,4,4,3,3,4,2,3,2,4,3,3,3,3,3,3,3,3,2,2,2,3,1,4.0,3.0,3.0,3.0,2.0,3.1
fintech,startup,False,3,5,5,3,3,4,5,3,3,5,5,5,5,5,4,3,3,2,3,3,2,2,1,1,2,3.8,4.0,4.8,2.8,1.6,3.51
manufacturing,small,False,2,2,2,3,3,3,2,2,1,2,1,2,1,2,2,4,3,3,2,2,1,3,3,3,2,2.4,2.0,1.6,2.8,2.4,2.2399999999999998
fintech,small,False,5,5,4,5,4,5,5,5,3,5,3,3,4,5,4,4,4,3,5,5,4,3,1,2,3,4.6,4.6,3.8,4.2,2.6,4.06
tech_software,startup,False,3,4,3,3,4,5,3,4,5,5,5,5,5,4,5,3,4,2,4,3,3,2,2,4,3,3.4,4.4,4.8,3.2,2.8,3.75
retail_ecommerce,startup,False,2,3,2,2,4,2,4,2,4,4,3,3,2,3,4,3,3,2,3,2,2,2,1,1,1,2.6,3.2,3.0,2.6,1.4,2.62
tech_software,startup,False,2,3,3,3,2,3,5,3,5,4,5,4,5,4,5,3,3,3,2,3,3,5,4,4,4,2.6,4.0,4.6,2.8,4.0,3.5300000000000002
fintech,small,False,4,3,5,3,4,4,5,4,3,5,2,3,3,2,3,3,4,2,4,3,3,3,3,3,2,3.8,4.2,2.6,3.2,2.8,3.37
banking_insurance,small,False,3,2,1,2,4,2,2,2,3,2,3,4,4,3,3,3,2,1,1,2,3,3,3,3,4,2.4,2.2,3.4,1.8,3.2,2.56
education,small,False,5,3,2,3,2,3,1,2,3,3,3,3,3,3,2,3,3,3,3,4,3,3,3,3,2,3.0,2.4,2.8,3.2,2.8,2.85
fintech,startup,False,4,4,4,4,4,4,4,4,4,3,5,4,5,5,5,4,3,4,4,3,4,4,3,5,4,4.0,3.8,4.8,3.6,4.0,4.04
manufacturing,large,False,4,4,4,3,4,4,3,3,3,3,2,4,3,3,3,5,4,4,3,3,5,4,4,4,5,3.8,3.2,3.0,3.8,4.4,3.6100000000000003
energy_utilities,medium,False,4,4,3,4,3,3,3,3,1,2,3,5,3,3,3,2,4,2,2,2,4,3,3,3,2,3.6,2.4,3.4,2.4,3.0,2.99
fintech,startup,False,3,5,3,4,3,4,3,3,3,3,4,3,5,5,4,3,3,3,2,3,1,1,2,3,2,3.6,3.2,4.2,2.8,1.8,3.21
manufacturing,enterprise,False,2,3,3,2,2,3,2,3,3,2,3,4,4,4,4,3,2,2,2,4,1,2,2,2,3,2.4,2.6,3.8,2.6,2.0,2.7
healthcare,small,True,3,3,2,3,1,2,2,3,4,3,4,3,3,4,2,1,1,1,1,1,2,3,1,3,3,2.4,2.8,3.2,1.0,2.4,2.36
banking_insurance,startup,False,4,4,3,3,5,1,3,2,2,2,2,3,1,2,3,1,3,2,2,2,4,5,5,5,5,3.8,2.0,2.2,2.0,4.8,2.91
manufacturing,small,False,2,2,3,2,3,3,3,2,3,2,3,2,3,4,4,1,1,1,1,1,4,4,3,4,4,2.4,2.6,3.2,1.0,3.8,2.5300000000000002
banking_insurance,small,False,4,4,2,3,3,2,2,1,3,2,2,2,2,3,2,2,3,4,3,3,4,3,3,3,3,3.2,2.0,2.2,3.0,3.2,2.72
tech_software,medium,False,4,5,3,3,3,5,4,5,4,5,3,5,4,3,5,5,5,5,5,4,4,3,3,3,2,3.6,4.6,4.0,4.8,3.0,4.03
banking_insurance,small,False,3,3,2,4,3,4,3,3,4,3,2,3,2,2,2,3,4,4,4,4,4,5,4,4,4,3.0,3.4,2.2,3.8,4.2,3.26
professional_services,medium,False,4,4,4,3,5,5,5,5,4,3,4,5,4,3,5,3,2,2,2,3,3,2,3,3,4,4.0,4.4,4.2,2.4,3.0,3.6500000000000004
retail_ecommerce,startup,False,3,2,3,3,3,2,2,2,2,2,3,4,4,3,5,3,3,3,2,3,1,1,1,1,1,2.8,2.0,3.8,2.8,1.0,2.57
tech_software,medium,True,4,3,3,3,2,5,5,5,5,5,4,4,5,4,4,3,5,4,4,4,4,4,4,4,4,3.0,5.0,4.2,4.0,4.0,3.9899999999999998
fintech,enterprise,False,3,5,5,3,4,3,3,4,3,3,4,4,3,4,3,4,5,4,5,4,2,2,3,2,2,4.0,3.2,3.6,4.4,2.2,3.5700000000000003
tech_software,enterprise,False,5,3,4,5,5,3,4,3,4,4,5,5,5,5,4,5,3,4,5,5,4,4,2,5,4,4.4,3.6,4.8,4.4,3.8,4.23
banking_insurance,small,False,3,3,3,4,3,2,3,5,4,1,3,3,3,2,3,4,2,4,3,3,4,2,3,3,4,3.2,3.0,2.8,3.2,3.2,3.08
professional_services,enterprise,False,3,5,3,3,3,3,4,4,4,4,3,3,4,4,3,4,4,5,4,4,4,3,3,3,3,3.4,3.8,3.4,4.2,3.2,3.61
healthcare,large,False,2,3,2,3,2,2,3,3,3,3,3,3,3,3,3,5,4,4,4,4,4,4,4,4,4,2.4,2.8,3.0,4.2,4.0,3.2
fintech,medium,False,2,4,3,1,3,4,4,3,4,4,3,5,4,3,3,4,2,3,3,3,3,3,4,4,3,2.6,3.8,3.6,3.0,3.4,3.24
banking_insurance,large,False,3,4,4,2,2,3,2,3,3,3,1,2,1,3,2,3,4,5,3,4,3,3,2,3,3,3.0,2.8,1.8,3.8,2.8,2.85
healthcare,large,False,2,3,3,4,3,2,2,3,2,2,2,3,2,2,2,1,3,2,2,2,3,4,4,2,3,3.0,2.2,2.2,2.0,3.2,2.51
banking_insurance,medium,False,3,3,4,3,4,3,3,4,3,4,2,2,2,2,2,5,4,4,4,4,4,3,4,4,3,3.4,3.4,2.0,4.2,3.6,3.3100000000000005
logistics,small,False,3,3,4,5,3,2,1,3,1,2,3,2,3,5,3,3,3,2,2,1,3,4,4,4,4,3.6,1.8,3.2,2.2,3.8,2.91
professional_services,large,False,3,4,4,4,3,4,5,4,4,4,3,2,3,2,3,4,3,4,5,4,4,4,3,3,4,3.6,4.2,2.6,4.0,3.6,3.6000000000000005
professional_services,medium,False,3,2,2,4,3,3,3,2,2,3,3,4,3,4,4,3,3,3,3,3,1,3,3,3,2,2.8,2.6,3.6,3.0,2.4,2.9
tech_software,enterprise,False,4,4,4,4,3,4,4,4,4,4,5,5,5,5,4,3,5,3,4,3,3,2,3,3,4,3.8,4.0,4.8,3.6,3.0,3.88
manufacturing,medium,False,2,2,3,2,2,2,1,1,2,3,2,3,1,3,2,2,3,3,2,3,4,3,3,4,4,2.2,1.8,2.2,2.6,3.6,2.41
banking_insurance,startup,False,5,3,4,5,4,2,2,2,3,3,2,3,3,3,5,2,2,2,3,3,2,3,2,3,5,4.2,2.4,3.2,2.4,3.0,3.0999999999999996
manufacturing,small,False,2,2,2,1,1,2,3,2,3,2,4,3,2,3,4,1,1,2,4,2,4,4,4,4,4,1.6,2.4,3.2,2.0,4.0,2.52
banking_insurance,small,False,3,4,3,4,4,4,3,2,2,3,4,3,4,3,4,2,4,3,4,3,3,3,4,4,4,3.6,2.8,3.6,3.2,3.6,3.3600000000000003
professional_services,startup,False,3,3,3,4,3,2,5,4,3,3,3,3,3,3,4,4,3,3,2,3,3,2,3,3,4,3.2,3.4,3.2,3.0,3.0,3.17
professional_services,small,False,2,2,1,2,2,4,3,4,4,3,4,4,4,3,5,2,4,3,4,3,4,4,2,3,2,1.8,3.6,4.0,3.2,3.0,3.0600000000000005
energy_utilities,medium,False,3,3,2,2,3,1,2,2,2,2,4,4,5,4,5,3,4,3,4,3,4,1,4,2,3,2.6,1.8,4.4,3.4,2.8,2.99
banking_insurance,medium,False,3,3,4,2,3,4,3,4,4,3,2,2,2,1,2,4,3,4,5,5,4,4,3,3,4,3.0,3.6,1.8,4.2,3.6,3.2100000000000004
logistics,large,False,4,3,3,5,4,3,2,2,3,1,3,4,5,4,4,3,4,2,3,3,4,3,3,3,2,3.8,2.2,4.0,3.0,3.0,3.24
professional_services,medium,False,3,3,3,2,4,5,3,5,3,2,1,2,3,2,1,2,4,4,3,2,3,5,4,4,5,3.0,3.6,1.8,3.0,4.2,3.0600000000000005
banking_insurance,startup,False,4,2,4,2,4,2,2,4,4,2,2,1,2,2,2,1,2,2,2,2,1,2,3,1,3,3.2,2.8,1.8,1.8,2.0,2.38
fintech,large,False,5,4,2,5,4,5,5,3,4,3,3,4,4,4,3,5,4,3,3,5,3,4,3,3,3,4.0,4.0,3.6,4.0,3.2,3.8000000000000003
tech_software,small,False,5,5,4,4,4,3,4,5,5,3,3,4,3,4,4,3,3,3,3,2,4,5,5,4,5,4.4,4.0,3.6,2.8,4.6,3.87
tech_software,small,False,5,4,5,5,5,4,4,4,5,5,2,4,3,3,4,4,5,4,5,4,3,3,4,4,3,4.8,4.4,3.2,4.4,3.4,4.11
manufacturing,medium,False,3,2,2,1,2,2,2,1,1,1,1,3,3,2,1,5,3,4,4,3,3,3,4,5,3,2.0,1.4,2.0,3.8,3.6,2.4800000000000004
retail_ecommerce,large,False,3,3,3,4,2,4,3,4,4,3,3,3,3,4,3,4,2,3,4,3,2,3,1,2,4,3.0,3.6,3.2,3.2,2.4,3.1100000000000003
energy_utilities,medium,False,2,1,1,2,2,3,3,2,3,3,3,2,2,1,3,2,1,2,2,2,2,3,2,2,3,1.6,2.8,2.2,1.8,2.4,2.12
healthcare,medium,False,2,3,3,3,1,2,2,2,1,1,3,3,2,2,2,2,2,3,2,2,3,3,4,3,3,2.4,1.6,2.4,2.2,3.2,2.32
professional_services,enterprise,False,4,4,4,4,4,3,4,5,4,4,4,3,3,3,2,4,2,3,3,3,3,3,3,4,3,4.0,4.0,3.0,3.0,3.2,3.4800000000000004
healthcare,small,True,2,2,2,4,1,2,2,4,3,3,1,1,1,1,3,4,4,5,3,5,2,3,2,2,3,2.2,2.8,1.4,4.2,2.4,2.59
fintech,medium,False,3,5,3,3,4,4,4,4,5,4,5,3,4,5,4,5,3,4,5,2,2,2,3,2,3,3.6,4.2,4.2,3.8,2.4,3.6999999999999997
logistics,startup,False,2,3,3,1,3,3,4,4,3,3,2,4,3,4,4,1,3,3,3,1,2,2,3,3,1,2.4,3.4,3.4,2.2,2.2,2.73
tech_software,startup,False,4,4,4,5,4,3,4,4,4,3,5,5,4,3,5,3,5,3,5,3,4,3,3,4,4,4.2,3.6,4.4,3.8,3.6,3.95
healthcare,medium,False,4,3,3,4,4,3,3,2,2,2,4,2,3,3,3,2,2,2,2,4,4,3,4,4,3,3.6,2.4,3.0,2.4,3.6,3.0
tech_software,small,False,4,5,3,3,3,4,4,4,5,5,5,3,4,5,4,4,3,4,4,4,2,3,2,2,4,3.6,4.4,4.2,3.8,2.6,3.77
banking_insurance,small,False,3,3,4,4,4,1,2,1,3,1,3,2,3,3,3,3,3,2,2,3,4,3,3,4,4,3.6,1.6,2.8,2.6,3.6,2.8400000000000003
professional_services,small,False,4,3,3,3,4,4,3,4,3,4,4,3,2,2,1,3,3,2,2,2,3,3,3,3,3,3.4,3.6,2.4,2.4,3.0,2.9799999999999995
professional_services,small,False,2,1,3,2,4,2,4,3,2,3,4,3,4,4,4,4,3,4,4,3,3,3,2,2,2,2.4,2.8,3.8,3.6,2.4,3.0
manufacturing,large,False,2,3,3,3,4,3,1,1,1,2,2,3,3,3,2,2,3,3,3,2,2,4,3,3,3,3.0,1.6,2.6,2.6,3.0,2.5600000000000005
retail_ecommerce,medium,False,3,3,2,3,3,3,4,2,3,4,4,3,4,2,4,5,4,5,5,3,2,2,3,2,2,2.8,3.2,3.4,4.4,2.2,3.2300000000000004
manufacturing,medium,False,1,1,2,1,2,1,1,3,2,2,1,2,3,2,3,3,2,1,2,2,3,3,4,5,3,1.4,1.8,2.2,2.0,3.6,2.09
professional_services,large,False,5,4,2,4,3,5,4,3,4,4,4,4,5,4,4,4,5,4,3,4,3,3,5,3,4,3.6,4.0,4.2,4.0,3.6,3.88
banking_insurance,medium,False,4,4,3,3,4,3,3,3,2,3,2,2,3,3,2,2,2,2,2,2,5,5,4,5,5,3.6,2.8,2.4,2.0,4.8,3.0599999999999996
tech_software,medium,False,4,3,4,4,5,5,4,5,5,5,4,5,4,4,3,5,4,4,4,4,3,2,4,2,4,4.0,4.8,4.0,4.2,3.0,4.05
banking_insurance,large,False,5,4,3,4,4,4,5,4,5,5,2,2,3,2,3,1,3,2,2,2,4,3,4,4,5,4.0,4.6,2.4,2.0,4.0,3.4
tech_software,startup,False,3,4,4,4,4,5,5,5,5,5,5,5,4,4,5,3,2,3,2,2,4,4,2,3,2,3.8,5.0,4.6,2.4,3.0,3.8
banking_insurance,enterprise,False,3,3,5,3,3,3,4,5,5,3,3,2,3,2,2,4,4,4,3,3,2,3,4,3,4,3.4,4.0,2.4,3.6,3.2,3.33
tech_software,startup,False,5,4,3,4,5,4,3,5,4,3,4,5,5,5,4,3,3,4,4,3,3,3,3,4,2,4.2,3.8,4.6,3.4,3.0,3.8600000000000003
professional_services,medium,False,1,3,2,3,3,5,4,5,4,4,1,3,2,3,3,2,3,5,4,3,2,3,2,3,3,2.4,4.4,2.4,3.4,2.6,3.0300000000000002
education,large,True,2,3,5,2,3,3,4,3,2,2,2,1,1,2,1,3,4,4,2,2,4,5,4,4,5,3.0,2.8,1.4,3.0,4.4,2.8500000000000005
manufacturing,large,False,1,3,2,3,2,2,1,1,3,2,3,2,2,4,4,2,3,3,3,4,3,5,4,4,5,2.2,1.8,3.0,3.0,4.2,2.74
retail_ecommerce,startup,False,4,5,4,5,4,5,4,4,4,5,2,1,2,2,3,4,3,5,2,4,2,4,3,2,2,4.4,4.4,2.0,3.6,2.6,3.4900000000000007
healthcare,small,False,3,3,3,3,3,3,4,5,1,1,3,3,3,3,2,2,2,2,3,2,2,3,2,3,2,3.0,2.8,2.8,2.2,2.4,2.67
fintech,small,False,2,4,3,4,3,4,4,4,5,4,5,5,5,4,5,3,4,3,2,2,3,5,4,4,3,3.2,4.2,4.8,2.8,3.8,3.73
retail_ecommerce,medium,True,4,4,4,4,3,4,3,3,4,2,3,3,3,3,3,3,2,2,3,2,1,2,2,1,1,3.8,3.2,3.0,2.4,1.4,2.8800000000000003
education,startup,False,3,3,2,3,2,1,1,1,1,2,4,4,2,2,3,3,3,4,3,3,3,2,4,2,2,2.6,1.2,3.0,3.2,2.6,2.5200000000000005
logistics,medium,False,2,3,3,2,2,1,2,3,3,3,4,5,4,5,5,3,3,4,2,2,4,4,4,3,5,2.4,2.4,4.6,2.8,4.0,3.16
banking_insurance,small,False,3,4,4,4,4,4,3,3,2,2,3,3,1,2,4,3,3,3,2,3,4,3,2,3,4,3.8,2.8,2.6,2.8,3.2,3.07
manufacturing,small,False,2,3,2,1,2,3,2,2,2,2,2,3,4,2,2,2,2,3,2,2,4,4,3,4,4,2.0,2.2,2.6,2.2,3.8,2.4699999999999998
education,medium,False,2,3,2,4,3,2,3,3,2,2,2,3,1,1,3,3,2,3,2,3,2,3,3,3,3,2.8,2.4,2.0,2.6,2.8,2.52
manufacturing,medium,False,3,3,2,3,2,2,3,1,2,3,3,2,1,1,4,3,3,3,2,3,3,3,2,3,4,2.6,2.2,2.2,2.8,3.0,2.54
retail_ecommerce,medium,False,5,5,2,3,4,3,2,2,4,3,2,3,4,3,4,3,2,4,4,3,3,5,4,5,3,3.8,2.8,3.2,3.2,4.0,3.39
manufacturing,large,False,3,2,3,2,2,2,2,2,2,2,2,4,3,3,2,3,2,2,3,2,2,4,4,4,4,2.4,2.0,2.8,2.4,3.6,2.58
education,small,False,4,2,2,3,2,1,1,1,1,1,2,2,2,3,1,2,2,1,2,1,2,2,2,3,3,2.6,1.0,2.0,1.6,2.4,1.9300000000000002
manufacturing,startup,False,2,2,2,3,3,2,2,3,2,2,4,4,3,3,4,2,2,3,3,2,3,3,3,2,2,2.4,2.2,3.6,2.4,2.6,2.6300000000000003
tech_software,medium,False,5,2,5,2,5,4,5,5,4,4,4,5,4,4,5,4,5,5,4,5,4,3,3,3,3,3.8,4.4,4.4,4.6,3.2,4.109999999999999
manufacturing,small,False,2,1,2,1,2,3,3,4,3,3,4,3,3,3,4,2,3,2,1,1,5,3,3,3,2,1.6,3.2,3.4,1.8,3.2,2.56
healthcare,small,False,2,2,2,3,2,2,3,2,1,2,1,2,2,2,4,3,1,1,2,4,5,5,4,4,4,2.2,2.0,2.2,2.2,4.4,2.49
tech_software,medium,False,5,5,5,5,5,5,4,4,4,4,5,5,5,5,4,3,3,4,3,4,5,5,5,5,5,5.0,4.2,4.8,3.4,5.0,4.48
professional_services,small,False,3,3,4,4,4,4,5,4,3,3,2,2,2,2,3,3,2,2,4,3,3,4,5,4,2,3.6,3.8,2.2,2.8,3.6,3.2
tech_software,small,True,3,4,4,4,3,3,3,2,2,3,4,4,5,4,3,5,5,5,5,5,4,4,5,5,5,3.6,2.6,4.0,5.0,4.6,3.9099999999999997
banking_insurance,small,False,5,4,4,4,3,1,2,2,2,3,3,2,3,2,2,3,4,3,3,2,2,4,1,4,3,4.0,2.0,2.4,3.0,2.8,2.9
manufacturing,startup,True,2,1,1,2,1,3,1,3,2,2,4,5,4,5,4,5,4,4,5,4,4,4,4,5,5,1.4,2.2,4.4,4.4,4.4,3.2100000000000004
healthcare,startup,False,4,2,4,3,2,3,3,2,1,1,5,2,2,3,2,2,3,3,2,3,2,2,2,2,2,3.0,2.0,2.8,2.6,2.0,2.53
professional_services,large,False,3,3,3,2,3,3,3,3,3,4,4,4,4,2,3,5,5,4,5,4,3,3,3,2,3,2.8,3.2,3.4,4.6,2.8,3.36
energy_utilities,medium,False,3,2,4,3,2,2,2,2,3,3,4,3,3,2,3,4,3,3,2,4,5,5,4,5,4,2.8,2.4,3.0,3.2,4.6,3.11
tech_software,small,False,4,5,5,5,5,3,5,4,5,3,4,3,4,4,5,4,4,3,4,4,3,3,3,4,2,4.8,4.0,4.0,3.8,3.0,4.01
tech_software,small,True,4,4,4,3,5,3,3,5,5,4,5,5,5,4,5,4,5,5,4,3,3,1,2,1,1,4.0,4.0,4.8,4.2,1.6,3.84
healthcare,startup,False,4,2,1,3,3,2,2,2,4,3,1,3,3,2,2,2,2,4,2,1,3,3,2,2,2,2.6,2.6,2.2,2.2,2.4,2.4099999999999997
banking_insurance,medium,False,5,3,4,4,5,4,3,4,3,4,3,1,3,3,2,3,2,4,3,2,4,4,4,4,3,4.2,3.6,2.4,2.8,3.8,3.38
tech_software,medium,True,5,5,5,5,5,5,5,5,5,5,3,5,3,3,2,4,3,4,3,5,4,5,3,5,2,5.0,5.0,3.2,3.8,3.8,4.220000000000001
professional_services,startup,False,3,3,3,1,2,3,3,2,3,2,2,3,2,2,2,2,2,3,3,3,3,2,1,2,2,2.4,2.6,2.2,2.6,2.0,2.38
manufacturing,enterprise,False,4,5,4,4,3,1,2,2,1,2,2,4,4,3,3,3,4,4,4,4,3,3,5,4,3,4.0,1.6,3.2,3.8,3.6,3.2600000000000002
logistics,enterprise,False,2,2,2,2,3,1,3,2,4,1,3,3,2,2,1,3,3,3,2,5,5,5,4,5,4,2.2,2.2,2.2,3.2,4.6,2.7600000000000002
fintech,medium,False,5,4,4,4,4,4,4,4,5,5,5,4,4,3,5,3,3,4,3,3,3,4,2,3,3,4.2,4.4,4.2,3.2,3.0,3.8600000000000003
professional_services,small,False,3,4,5,4,3,2,1,3,2,2,3,4,4,3,4,3,2,2,4,2,3,4,3,3,4,3.8,2.0,3.6,2.6,3.4,3.1000000000000005
banking_insurance,enterprise,False,3,4,4,5,4,2,3,4,3,4,3,1,1,1,1,4,5,4,2,3,4,4,5,4,4,4.0,3.2,1.4,3.6,4.2,3.27
tech_software,medium,False,4,4,4,3,4,4,4,5,5,4,4,3,3,3,3,3,4,3,3,4,2,3,4,3,4,3.8,4.4,3.2,3.4,3.2,3.6300000000000003
tech_software,startup,False,5,3,4,5,4,5,5,5,5,5,4,4,4,5,5,4,4,4,3,4,4,3,3,3,5,4.2,5.0,4.4,3.8,3.6,4.2299999999999995
logistics,startup,False,2,3,3,3,3,3,3,2,3,3,2,3,2,3,4,3,4,5,4,4,4,2,2,3,4,2.8,2.8,2.8,4.0,3.0,3.0700000000000003
manufacturing,medium,False,3,2,3,3,3,2,2,2,2,2,3,3,3,3,2,2,3,2,1,3,4,5,4,4,5,2.8,2.0,2.8,2.2,4.4,2.7600000000000002
education,large,False,2,1,1,1,2,3,3,2,3,3,2,2,1,2,2,5,4,4,3,2,3,4,4,4,1,1.4,2.8,1.8,3.6,3.2,2.47
retail_ecommerce,large,False,3,4,3,4,5,2,3,3,3,3,3,4,4,4,2,5,5,5,4,4,2,2,3,4,4,3.8,2.8,3.4,4.6,3.0,3.5599999999999996
retail_ecommerce,startup,False,3,3,2,4,3,3,4,4,4,3,5,4,3,3,3,2,4,5,2,3,3,3,3,3,2,3.0,3.6,3.6,3.2,2.8,3.2500000000000004
logistics,large,False,3,4,4,4,3,2,3,3,4,3,3,3,4,4,3,2,4,2,4,2,2,3,2,1,3,3.6,3.0,3.4,2.8,2.2,3.0700000000000003
banking_insurance,large,False,3,5,2,4,3,2,2,3,2,3,5,4,3,3,3,3,3,3,4,3,3,4,4,4,3,3.4,2.4,3.6,3.2,3.6,3.2300000000000004
retail_ecommerce,small,False,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,3,3,4,2,2,3,4,2,3,4,4.0,3.4,3.6,2.8,3.2,3.4400000000000004
manufacturing,large,False,2,2,3,2,1,3,2,2,2,2,2,3,2,2,1,4,3,3,3,3,4,4,3,3,4,2.0,2.2,2.0,3.2,3.6,2.5200000000000005
education,startup,False,2,1,1,2,2,2,3,3,4,3,3,2,3,4,3,3,1,4,2,1,2,1,2,4,2,1.6,3.0,3.0,2.2,2.2,2.37
professional_services,large,False,4,3,3,3,3,2,4,2,1,2,3,3,3,4,2,3,2,3,2,3,5,5,5,4,5,3.2,2.2,3.0,2.6,4.8,3.08
tech_software,small,False,4,5,5,5,5,4,5,5,5,5,5,5,4,4,4,4,2,5,3,4,3,4,3,3,4,4.8,4.8,4.4,3.6,3.4,4.2700000000000005
education,startup,False,4,2,3,4,4,2,2,3,2,2,2,3,1,3,2,3,3,3,2,3,2,3,2,3,2,3.4,2.2,2.2,2.8,2.4,2.65
logistics,small,False,1,2,3,2,2,3,3,2,2,2,1,2,3,3,3,2,3,3,3,3,3,4,3,3,2,2.0,2.4,2.4,2.8,3.0,2.4699999999999998
tech_software,enterprise,False,5,5,4,5,5,3,5,4,4,4,4,3,3,4,4,4,4,5,5,5,5,5,5,5,5,4.8,4.0,3.6,4.6,5.0,4.390000000000001
energy_utilities,small,False,1,2,2,2,2,2,3,2,2,3,3,3,2,2,2,4,4,4,2,3,2,2,2,1,3,1.8,2.4,2.4,3.4,2.0,2.3899999999999997
energy_utilities,large,False,2,2,3,3,3,3,3,3,3,3,2,1,1,1,2,3,2,3,2,2,4,3,4,4,5,2.6,3.0,1.4,2.4,4.0,2.61
energy_utilities,small,False,3,2,2,2,2,3,4,3,3,2,4,3,3,4,4,4,4,3,3,4,3,4,4,2,3,2.2,3.0,3.6,3.6,3.2,3.0700000000000003
banking_insurance,medium,False,4,4,4,4,5,3,3,1,3,2,2,3,3,3,4,4,4,2,4,4,5,4,4,4,5,4.2,2.4,3.0,3.6,4.4,3.5100000000000002
energy_utilities,small,False,3,3,2,2,2,1,2,1,2,2,3,2,3,3,4,2,3,4,3,3,5,5,4,5,4,2.4,1.6,3.0,3.0,4.6,2.81
manufacturing,medium,False,1,2,2,1,3,2,2,3,4,1,4,2,3,2,4,3,3,3,3,3,4,4,3,3,4,1.8,2.4,3.0,3.0,3.6,2.67
